"","well","plateID","age","mouseID","sex"
"A18-MAA001884-3_38_F-1-1.csv","A18","MAA001884","3","38","F"
"A18-MAA001887-3_39_F-1-1.csv","A18","MAA001887","3","39","F"
"A19-D041912-3_8_M-1-1.csv","A19","D041912","3","8","M"
"A19-D042193-3_8_M-1-1.csv","A19","D042193","3","8","M"
"A19-D042479-3_8_M-1-1.csv","A19","D042479","3","8","M"
"A19-D045139-3_39_F-1-1.csv","A19","D045139","3","39","F"
"A19-D045140-3_38_F-1-1.csv","A19","D045140","3","38","F"
"A19-MAA000409-3_10_M-1-1.csv","A19","MAA000409","3","10","M"
"A19-MAA000596-3_9_M-1-1.csv","A19","MAA000596","3","9","M"
"A19-MAA000600-3_8_M-1-1.csv","A19","MAA000600","3","8","M"
"A19-MAA000639-3_9_M-1-1.csv","A19","MAA000639","3","9","M"
"A19-MAA000652-3_10_M-1-1.csv","A19","MAA000652","3","10","M"
"A19-MAA000844-3_10_M-1-1.csv","A19","MAA000844","3","10","M"
"A19-MAA000848-3_10_M-1-1.csv","A19","MAA000848","3","10","M"
"A19-MAA001883-3_39_F-1-1.csv","A19","MAA001883","3","39","F"
"A19-MAA001884-3_38_F-1-1.csv","A19","MAA001884","3","38","F"
"A2-D041912-3_8_M-1-1.csv","A2","D041912","3","8","M"
"A2-D042044-3_9_M-1-1.csv","A2","D042044","3","9","M"
"A2-D042479-3_8_M-1-1.csv","A2","D042479","3","8","M"
"A2-D045140-3_38_F-1-1.csv","A2","D045140","3","38","F"
"A2-MAA000409-3_10_M-1-1.csv","A2","MAA000409","3","10","M"
"A2-MAA000600-3_8_M-1-1.csv","A2","MAA000600","3","8","M"
"A2-MAA000639-3_9_M-1-1.csv","A2","MAA000639","3","9","M"
"A2-MAA000652-3_10_M-1-1.csv","A2","MAA000652","3","10","M"
"A2-MAA000844-3_10_M-1-1.csv","A2","MAA000844","3","10","M"
"A2-MAA000848-3_10_M-1-1.csv","A2","MAA000848","3","10","M"
"A2-MAA001842-3_38_F-1-1.csv","A2","MAA001842","3","38","F"
"A2-MAA001844-3_38_F-1-1.csv","A2","MAA001844","3","38","F"
"A2-MAA001884-3_38_F-1-1.csv","A2","MAA001884","3","38","F"
"A2-MAA001887-3_39_F-1-1.csv","A2","MAA001887","3","39","F"
"A2-MAA001888-3_39_F-1-1.csv","A2","MAA001888","3","39","F"
"A20-D041912-3_8_M-1-1.csv","A20","D041912","3","8","M"
"A20-D042044-3_9_M-1-1.csv","A20","D042044","3","9","M"
"A20-D042193-3_8_M-1-1.csv","A20","D042193","3","8","M"
"A20-D042479-3_8_M-1-1.csv","A20","D042479","3","8","M"
"A20-D045139-3_39_F-1-1.csv","A20","D045139","3","39","F"
"A20-D045140-3_38_F-1-1.csv","A20","D045140","3","38","F"
"A20-MAA000409-3_10_M-1-1.csv","A20","MAA000409","3","10","M"
"A20-MAA000600-3_8_M-1-1.csv","A20","MAA000600","3","8","M"
"A20-MAA000639-3_9_M-1-1.csv","A20","MAA000639","3","9","M"
"A20-MAA000652-3_10_M-1-1.csv","A20","MAA000652","3","10","M"
"A20-MAA000844-3_10_M-1-1.csv","A20","MAA000844","3","10","M"
"A20-MAA000848-3_10_M-1-1.csv","A20","MAA000848","3","10","M"
"A20-MAA001844-3_38_F-1-1.csv","A20","MAA001844","3","38","F"
"A20-MAA001883-3_39_F-1-1.csv","A20","MAA001883","3","39","F"
"A20-MAA001884-3_38_F-1-1.csv","A20","MAA001884","3","38","F"
"A20-MAA001887-3_39_F-1-1.csv","A20","MAA001887","3","39","F"
"A21-D041912-3_8_M-1-1.csv","A21","D041912","3","8","M"
"A21-D042044-3_9_M-1-1.csv","A21","D042044","3","9","M"
"A21-D042193-3_8_M-1-1.csv","A21","D042193","3","8","M"
"A21-D042479-3_8_M-1-1.csv","A21","D042479","3","8","M"
"A21-D045139-3_39_F-1-1.csv","A21","D045139","3","39","F"
"A21-D045140-3_38_F-1-1.csv","A21","D045140","3","38","F"
"A21-MAA000409-3_10_M-1-1.csv","A21","MAA000409","3","10","M"
"A21-MAA000596-3_9_M-1-1.csv","A21","MAA000596","3","9","M"
"A21-MAA000600-3_8_M-1-1.csv","A21","MAA000600","3","8","M"
"A21-MAA000639-3_9_M-1-1.csv","A21","MAA000639","3","9","M"
"A21-MAA000844-3_10_M-1-1.csv","A21","MAA000844","3","10","M"
"A21-MAA000848-3_10_M-1-1.csv","A21","MAA000848","3","10","M"
"A21-MAA001844-3_38_F-1-1.csv","A21","MAA001844","3","38","F"
"A21-MAA001883-3_39_F-1-1.csv","A21","MAA001883","3","39","F"
"A21-MAA001884-3_38_F-1-1.csv","A21","MAA001884","3","38","F"
"A21-MAA001887-3_39_F-1-1.csv","A21","MAA001887","3","39","F"
"A22-D041912-3_8_M-1-1.csv","A22","D041912","3","8","M"
"A22-D042044-3_9_M-1-1.csv","A22","D042044","3","9","M"
"A22-D042193-3_8_M-1-1.csv","A22","D042193","3","8","M"
"A22-D042479-3_8_M-1-1.csv","A22","D042479","3","8","M"
"A22-D045140-3_38_F-1-1.csv","A22","D045140","3","38","F"
"A22-MAA000409-3_10_M-1-1.csv","A22","MAA000409","3","10","M"
"A22-MAA000596-3_9_M-1-1.csv","A22","MAA000596","3","9","M"
"A22-MAA000600-3_8_M-1-1.csv","A22","MAA000600","3","8","M"
"A22-MAA000639-3_9_M-1-1.csv","A22","MAA000639","3","9","M"
"A22-MAA000652-3_10_M-1-1.csv","A22","MAA000652","3","10","M"
"A22-MAA000844-3_10_M-1-1.csv","A22","MAA000844","3","10","M"
"A22-MAA000848-3_10_M-1-1.csv","A22","MAA000848","3","10","M"
"A22-MAA001842-3_38_F-1-1.csv","A22","MAA001842","3","38","F"
"A22-MAA001844-3_38_F-1-1.csv","A22","MAA001844","3","38","F"
"A22-MAA001883-3_39_F-1-1.csv","A22","MAA001883","3","39","F"
"A22-MAA001884-3_38_F-1-1.csv","A22","MAA001884","3","38","F"
"A22-MAA001887-3_39_F-1-1.csv","A22","MAA001887","3","39","F"
"A3-D041912-3_8_M-1-1.csv","A3","D041912","3","8","M"
"A3-D042044-3_9_M-1-1.csv","A3","D042044","3","9","M"
"A3-D042193-3_8_M-1-1.csv","A3","D042193","3","8","M"
"A3-D042479-3_8_M-1-1.csv","A3","D042479","3","8","M"
"A3-D045139-3_39_F-1-1.csv","A3","D045139","3","39","F"
"A3-D045140-3_38_F-1-1.csv","A3","D045140","3","38","F"
"A3-MAA000409-3_10_M-1-1.csv","A3","MAA000409","3","10","M"
"A3-MAA000600-3_8_M-1-1.csv","A3","MAA000600","3","8","M"
"A3-MAA000639-3_9_M-1-1.csv","A3","MAA000639","3","9","M"
"A3-MAA000652-3_10_M-1-1.csv","A3","MAA000652","3","10","M"
"A3-MAA000844-3_10_M-1-1.csv","A3","MAA000844","3","10","M"
"A3-MAA000848-3_10_M-1-1.csv","A3","MAA000848","3","10","M"
"A3-MAA001842-3_38_F-1-1.csv","A3","MAA001842","3","38","F"
"A3-MAA001844-3_38_F-1-1.csv","A3","MAA001844","3","38","F"
"A3-MAA001883-3_39_F-1-1.csv","A3","MAA001883","3","39","F"
"A3-MAA001884-3_38_F-1-1.csv","A3","MAA001884","3","38","F"
"A3-MAA001887-3_39_F-1-1.csv","A3","MAA001887","3","39","F"
"A4-D041912-3_8_M-1-1.csv","A4","D041912","3","8","M"
"A4-D042044-3_9_M-1-1.csv","A4","D042044","3","9","M"
"A4-D042193-3_8_M-1-1.csv","A4","D042193","3","8","M"
"A4-D042479-3_8_M-1-1.csv","A4","D042479","3","8","M"
"A4-D045140-3_38_F-1-1.csv","A4","D045140","3","38","F"
"A4-MAA000409-3_10_M-1-1.csv","A4","MAA000409","3","10","M"
"A4-MAA000600-3_8_M-1-1.csv","A4","MAA000600","3","8","M"
"A4-MAA000639-3_9_M-1-1.csv","A4","MAA000639","3","9","M"
"A4-MAA000652-3_10_M-1-1.csv","A4","MAA000652","3","10","M"
"A4-MAA000844-3_10_M-1-1.csv","A4","MAA000844","3","10","M"
"A4-MAA000848-3_10_M-1-1.csv","A4","MAA000848","3","10","M"
"A4-MAA001842-3_38_F-1-1.csv","A4","MAA001842","3","38","F"
"A4-MAA001844-3_38_F-1-1.csv","A4","MAA001844","3","38","F"
"A4-MAA001884-3_38_F-1-1.csv","A4","MAA001884","3","38","F"
"A4-MAA001887-3_39_F-1-1.csv","A4","MAA001887","3","39","F"
"A5-D041912-3_8_M-1-1.csv","A5","D041912","3","8","M"
"A5-D042044-3_9_M-1-1.csv","A5","D042044","3","9","M"
"A5-D042193-3_8_M-1-1.csv","A5","D042193","3","8","M"
"A5-D042479-3_8_M-1-1.csv","A5","D042479","3","8","M"
"A5-D045140-3_38_F-1-1.csv","A5","D045140","3","38","F"
"A5-MAA000409-3_10_M-1-1.csv","A5","MAA000409","3","10","M"
"A5-MAA000600-3_8_M-1-1.csv","A5","MAA000600","3","8","M"
"A5-MAA000652-3_10_M-1-1.csv","A5","MAA000652","3","10","M"
"A5-MAA000844-3_10_M-1-1.csv","A5","MAA000844","3","10","M"
"A5-MAA000848-3_10_M-1-1.csv","A5","MAA000848","3","10","M"
"A5-MAA001842-3_38_F-1-1.csv","A5","MAA001842","3","38","F"
"A5-MAA001844-3_38_F-1-1.csv","A5","MAA001844","3","38","F"
"A5-MAA001883-3_39_F-1-1.csv","A5","MAA001883","3","39","F"
"A5-MAA001884-3_38_F-1-1.csv","A5","MAA001884","3","38","F"
"A5-MAA001887-3_39_F-1-1.csv","A5","MAA001887","3","39","F"
"A6-D041912-3_8_M-1-1.csv","A6","D041912","3","8","M"
"A6-D042044-3_9_M-1-1.csv","A6","D042044","3","9","M"
"A6-D042193-3_8_M-1-1.csv","A6","D042193","3","8","M"
"A6-D042479-3_8_M-1-1.csv","A6","D042479","3","8","M"
"A6-D045140-3_38_F-1-1.csv","A6","D045140","3","38","F"
"A6-MAA000409-3_10_M-1-1.csv","A6","MAA000409","3","10","M"
"A6-MAA000600-3_8_M-1-1.csv","A6","MAA000600","3","8","M"
"A6-MAA000639-3_9_M-1-1.csv","A6","MAA000639","3","9","M"
"A6-MAA000652-3_10_M-1-1.csv","A6","MAA000652","3","10","M"
"A6-MAA000844-3_10_M-1-1.csv","A6","MAA000844","3","10","M"
"A6-MAA000848-3_10_M-1-1.csv","A6","MAA000848","3","10","M"
"A6-MAA001883-3_39_F-1-1.csv","A6","MAA001883","3","39","F"
"A6-MAA001884-3_38_F-1-1.csv","A6","MAA001884","3","38","F"
"A6-MAA001887-3_39_F-1-1.csv","A6","MAA001887","3","39","F"
"A7-D041912-3_8_M-1-1.csv","A7","D041912","3","8","M"
"A7-D042044-3_9_M-1-1.csv","A7","D042044","3","9","M"
"A7-D042193-3_8_M-1-1.csv","A7","D042193","3","8","M"
"A7-D042479-3_8_M-1-1.csv","A7","D042479","3","8","M"
"A7-D045139-3_39_F-1-1.csv","A7","D045139","3","39","F"
"A7-D045140-3_38_F-1-1.csv","A7","D045140","3","38","F"
"A7-MAA000409-3_10_M-1-1.csv","A7","MAA000409","3","10","M"
"A7-MAA000600-3_8_M-1-1.csv","A7","MAA000600","3","8","M"
"A7-MAA000652-3_10_M-1-1.csv","A7","MAA000652","3","10","M"
"A7-MAA000844-3_10_M-1-1.csv","A7","MAA000844","3","10","M"
"A7-MAA000848-3_10_M-1-1.csv","A7","MAA000848","3","10","M"
"A7-MAA001883-3_39_F-1-1.csv","A7","MAA001883","3","39","F"
"A7-MAA001884-3_38_F-1-1.csv","A7","MAA001884","3","38","F"
"A7-MAA001887-3_39_F-1-1.csv","A7","MAA001887","3","39","F"
"A8-D041912-3_8_M-1-1.csv","A8","D041912","3","8","M"
"A8-D042044-3_9_M-1-1.csv","A8","D042044","3","9","M"
"A8-D042479-3_8_M-1-1.csv","A8","D042479","3","8","M"
"A8-D045139-3_39_F-1-1.csv","A8","D045139","3","39","F"
"A8-D045140-3_38_F-1-1.csv","A8","D045140","3","38","F"
"A8-MAA000409-3_10_M-1-1.csv","A8","MAA000409","3","10","M"
"A8-MAA000600-3_8_M-1-1.csv","A8","MAA000600","3","8","M"
"A8-MAA000639-3_9_M-1-1.csv","A8","MAA000639","3","9","M"
"A8-MAA000652-3_10_M-1-1.csv","A8","MAA000652","3","10","M"
"A8-MAA000844-3_10_M-1-1.csv","A8","MAA000844","3","10","M"
"A8-MAA000848-3_10_M-1-1.csv","A8","MAA000848","3","10","M"
"A8-MAA001842-3_38_F-1-1.csv","A8","MAA001842","3","38","F"
"A8-MAA001844-3_38_F-1-1.csv","A8","MAA001844","3","38","F"
"A8-MAA001883-3_39_F-1-1.csv","A8","MAA001883","3","39","F"
"A8-MAA001884-3_38_F-1-1.csv","A8","MAA001884","3","38","F"
"A8-MAA001887-3_39_F-1-1.csv","A8","MAA001887","3","39","F"
"A9-D041912-3_8_M-1-1.csv","A9","D041912","3","8","M"
"A9-D042044-3_9_M-1-1.csv","A9","D042044","3","9","M"
"A9-D042193-3_8_M-1-1.csv","A9","D042193","3","8","M"
"A9-D042479-3_8_M-1-1.csv","A9","D042479","3","8","M"
"A9-D045139-3_39_F-1-1.csv","A9","D045139","3","39","F"
"A9-D045140-3_38_F-1-1.csv","A9","D045140","3","38","F"
"A9-MAA000409-3_10_M-1-1.csv","A9","MAA000409","3","10","M"
"A9-MAA000596-3_9_M-1-1.csv","A9","MAA000596","3","9","M"
"A9-MAA000600-3_8_M-1-1.csv","A9","MAA000600","3","8","M"
"A9-MAA000639-3_9_M-1-1.csv","A9","MAA000639","3","9","M"
"A9-MAA000844-3_10_M-1-1.csv","A9","MAA000844","3","10","M"
"A9-MAA000848-3_10_M-1-1.csv","A9","MAA000848","3","10","M"
"A9-MAA001844-3_38_F-1-1.csv","A9","MAA001844","3","38","F"
"A9-MAA001883-3_39_F-1-1.csv","A9","MAA001883","3","39","F"
"A9-MAA001884-3_38_F-1-1.csv","A9","MAA001884","3","38","F"
"A9-MAA001887-3_39_F-1-1.csv","A9","MAA001887","3","39","F"
"B1-D041912-3_8_M-1-1.csv","B1","D041912","3","8","M"
"B1-D042044-3_9_M-1-1.csv","B1","D042044","3","9","M"
"B1-D042193-3_8_M-1-1.csv","B1","D042193","3","8","M"
"B1-D042479-3_8_M-1-1.csv","B1","D042479","3","8","M"
"B1-D045140-3_38_F-1-1.csv","B1","D045140","3","38","F"
"B1-MAA000409-3_10_M-1-1.csv","B1","MAA000409","3","10","M"
"B1-MAA000600-3_8_M-1-1.csv","B1","MAA000600","3","8","M"
"B1-MAA000639-3_9_M-1-1.csv","B1","MAA000639","3","9","M"
"B1-MAA000652-3_10_M-1-1.csv","B1","MAA000652","3","10","M"
"B1-MAA000844-3_10_M-1-1.csv","B1","MAA000844","3","10","M"
"B1-MAA000848-3_10_M-1-1.csv","B1","MAA000848","3","10","M"
"B1-MAA001842-3_38_F-1-1.csv","B1","MAA001842","3","38","F"
"B1-MAA001884-3_38_F-1-1.csv","B1","MAA001884","3","38","F"
"B1-MAA001887-3_39_F-1-1.csv","B1","MAA001887","3","39","F"
"B1-MAA001888-3_39_F-1-1.csv","B1","MAA001888","3","39","F"
"B10-D041912-3_8_M-1-1.csv","B10","D041912","3","8","M"
"B10-D042044-3_9_M-1-1.csv","B10","D042044","3","9","M"
"B10-D042479-3_8_M-1-1.csv","B10","D042479","3","8","M"
"B10-D045139-3_39_F-1-1.csv","B10","D045139","3","39","F"
"B10-D045140-3_38_F-1-1.csv","B10","D045140","3","38","F"
"B10-MAA000596-3_9_M-1-1.csv","B10","MAA000596","3","9","M"
"B10-MAA000600-3_8_M-1-1.csv","B10","MAA000600","3","8","M"
"B10-MAA000639-3_9_M-1-1.csv","B10","MAA000639","3","9","M"
"B10-MAA000652-3_10_M-1-1.csv","B10","MAA000652","3","10","M"
"B10-MAA000844-3_10_M-1-1.csv","B10","MAA000844","3","10","M"
"B10-MAA000848-3_10_M-1-1.csv","B10","MAA000848","3","10","M"
"B10-MAA001883-3_39_F-1-1.csv","B10","MAA001883","3","39","F"
"B10-MAA001884-3_38_F-1-1.csv","B10","MAA001884","3","38","F"
"B10-MAA001887-3_39_F-1-1.csv","B10","MAA001887","3","39","F"
